Rank,Hospital,Country
7074,Suginami Rehabilitation Hospital,Japan
7089,Nishi Agatsuma Welfare Hospital,Japan
7104,Kaizuka Hospital,Japan
7114,Nakamura Hospital Beppu,Japan
7114,Onishi Neurosurgical Hospital,Japan
7118,Hyogo Prefectural Awaji Hospital,Japan
7154,Higashi Omi Keiai Hospital,Japan
7169,Minamitama Hospital,Japan
7190,Mitsui Hospital,Japan
7231,Tanushimaru General Hospital,Japan
7235,Sakurabashi Watanabe Hospital,Japan
7240,Murakami Memorial Hospital,Japan
7245,Kikuchi Chuo Hospital,Japan
7254,Aso Otolaryngology Aso Hospital,Japan
7257,Horinouti Hospital,Japan
7264,Hamamatsu Red Cross Hospital,Japan
7288,Yoshikawa Central General Hospital,Japan
7288,Kurita Hospital,Japan
7296,Orimoto Hospital,Japan
7304,Kiyota Hospital,Japan
7318,Shin Yukuhashi Hospital,Japan
7324,Akimoto Hospital,Japan
7328,Tokai Ophthalmic Hospital,Japan
7333,Mishima Social Insurance Hospital,Japan
7338,Miyazaki Prefectural Miyazaki Hospital,Japan
7338,Shobara Red Cross Hospital,Japan
7351,Mizuno Hospital,Japan
7379,Mizuguchi Hospital,Japan
7379,General Hospital Wakuwaku Corporation,Japan
7389,Ja Kochi Hospital,Japan
7408,Haibara General Hospital,Japan
7408,Tokyo Medical & Surgical Clinic,Japan
7441,Temple Oka Commemoration Hospital,Japan
7460,Koyama Memorial Hospital,Japan
7469,Rice Field Commemoration Hospital,Japan
7474,Nakazima Hospital,Japan
7475,Shinko Hospital,Japan
7480,Yamamoto Memorial Hospital,Japan
7486,Shigeru Hitoshi Takagi Hospital,Japan
7491,Kawasaki Hospital Fukuoka Prefecture,Japan
7538,Nigata Prefectural Koide Hospital,Japan
7547,Urakawa Red Cross Hospital,Japan
7550,Hara Eye Hospital,Japan
7581,Medical Corporation Toukoukai Chofu Hospital,Japan
7589,Azuma Cranial Nerve Surgical Hospital,Japan
7605,Arima Plateau Hospital,Japan
7616,Hasuda Hospital,Japan
7616,Sapporo Shirakabadai Hospital,Japan
7623,Watanabe Orthopaedic Hospital,Japan
7655,Social Welfare Foundatio St John's Society (Sakuramachi Hospital),Japan
7659,Heisei Memorial Hospital,Japan
7667,Nagao Hospital,Japan
7674,Kunimoto Hospital,Japan
7679,Kimotsuki Gun Medical Associated Hospital,Japan
7679,Okamura Commemoration Hospital Okamura Memorial Hospital,Japan
7684,Ishikawa Hospital Keinikai,Japan
7687,Hamawaki Orthopaedic Hospital&Hamawaki Orthopaedic Clinic,Japan
7692,Teramoto Memorial Hospital,Japan
7697,Hotaka Hospital,Japan
7703,Caress Sapporo,Japan
7703,Matsutani Hospital Group,Japan
7703,Nakamura Hospital Imo,Japan
7703,St Marguerite Hospital,Japan
7714,Parkside Hiroo Ladies Clinic,Japan
7720,Kumatani Cooperative Hospital,Japan
7740,Tsuyama Daiichi Hospital,Japan
7743,Kusatsu Hospital,Japan
7756,Ibi Welfare Hospital,Japan
7756,Kofu Jonan Hospital,Japan
7764,Yonabaru Central Hospital,Japan
7770,Hakuihp Municipal Hospital,Japan
7776,Ishibashi Naika/Hirohata Century Hospital,Japan
7810,Gunma Prefecture Hospital,Japan
7823,Kytakyushu City Yahata Hospital,Japan
7823,Kato & Namiki Dori Hospital Okayama,Japan
7823,Mahoshi Hospital,Japan
7830,Miyazaki Chuoh Eye Hospital,Japan
7851,Toei Hospital,Japan
7867,Kanazawa Arimatsu Hospital,Japan
7891,Arakaki Hospital,Japan
7925,Osaka Mishima Emergency Medical Center,Japan
7938,Hayashi Eye Hospital,Japan
7938,Yukioka Hospital Osaka,Japan
7965,Kobe Asahi Hospital,Japan
7965,Musashino General Hospital,Japan
7981,Aoki Primary Care Hospital,Japan
7999,Saisei Hospital,Japan
8006,Himeji Central Hospital,Japan
8012,Foundation Aida Hospital,Japan
8030,Mizu No Miyako Hospital,Japan
8042,Okamura Hospital,Japan
8047,Okayama First Hospital,Japan
8092,Sato Hospital of Okayama Town,Japan
8111,Saitama Jikei Hospital,Japan
8111,Kanamachi Central Hospital,Japan
8116,Jinjyukai Katou Hospital,Japan
8151,Seishin Kai Medical Corporation Group,Japan
8158,Medical Corporation Keiaikai Jyo Zan Hospital,Japan
8166,Sendai Medical Center in Sendai City National Hospital Organization,Japan
8193,Tominaga Kusano Hospital,Japan
8195,Senju Hospital,Japan
8214,Sapporo Azabu Neurosurgical Hospital,Japan
8219,Takasu Hospital,Japan
8228,Keisenkai Hospital Spring Meeting Hospital,Japan
8244,Kin Sawanisi Hospital,Japan
8269,Nasuchuoh Hospital,Japan
8287,Asai Hospital Medical Center,Japan
8303,Fukuoka Kieikai Hospital,Japan
8317,Yukoukai General Hospital,Japan
8317,Okubo Hospital,Japan
8338,Kyoto Regenerative Hospital,Japan
8347,Hikone Central Hospital,Japan
8355,Niigata Prefectural Kamo Hospital,Japan
8364,Ginowan Kinen Hospital,Japan
8370,Ishikawa Hospital Himeji,Japan
8374,Tachikawa Central Hospital,Japan
8380,Kanaji Hospital,Japan
8390,Hokkaido Neurosurgical Memorial Hospital,Japan
8426,Morioka Hot Spring Hospital,Japan
8426,Murakami General Hospital,Japan
8430,Ishinomaki Kohwan Hospital Medical,Japan
8439,Takata Orthopedic Hospital,Japan
8451,Santamaria Hospital,Japan
8479,Kochi Takasu Hospital,Japan
8497,Shinseikai Group Hospital,Japan
8506,Sekiaikai Saganoseki Hospital,Japan
8511,Ishioka City Medical Association Hospital,Japan
8523,Toyooka First Hospital,Japan
8540,Chayamachi Ladies Clinic,Japan
8558,Miyazaki prefectural Nichinan Hospital,Japan
8563,Saso Hospital,Japan
8570,Hospital on Benevolence Friend Meeting Gold,Japan
8597,Saiseikai Fukushima General Hospital,Japan
8640,Gokiso Ladies Clinic,Japan
8649,Kamma Memorial Hospital,Japan
8649,Izuka Hospital,Japan
8649,Sawara Hospital,Japan
8662,Nara Hospital Association,Japan
8662,Himeji Love Harmony Hospital,Japan
8667,Niki Hearty Hospital,Japan
8674,Osaka Hospital of Japan Seamen Relief Association,Japan
8679,Keio University Hospital,Japan
8687,Far Bast Neurosurgical Institute Abashiri Neurosurgical Hospital,Japan
8697,Kawano Hospital,Japan
8722,Sayo Central Hospital,Japan
8749,Saiseikai Kumamoto Hospital Medical Examination Center,Japan
8765,Sasaguri Hospital,Japan
8781,Satou Memorial Hospital,Japan
8781,Sanjou General Hospital,Japan
8799,Sameshima Hospital,Japan
8807,Obara Hospital,Japan
8812,Kasahata Hospital,Japan
8812,Kashiwaba Neurosurgical Hospital,Japan
8831,Shinyokohama Women's &Children's Hospital,Japan
8842,Medical Center for Translational Reseach Osaka University Hospital,Japan
8845,Konan Hospital,Japan
8845,Seitetsu Memorial Hospital,Japan
8845,Sakai Hospital,Japan
8861,Sakado Central Hospital,Japan
8863,Aiwa Hospital,Japan
8868,Osaka Neurological Institute,Japan
8872,Green Hospital Supply,Japan
8918,Yagi Hospital,Japan
8918,Koto Memorial Hospital,Japan
8965,Institute for Adult Diseases Asahi Life Foundation,Japan
8974,Nakae Hospital,Japan
8982,Medical Group Ishikawa,Japan
8988,Sapporo Shuyukai Hospital,Japan
9008,Medical Inc Kosei Kai Nijigaoka Hospital,Japan
9008,Asahi General Hospital Toyama,Japan
9014,Hasegawa Hospital Mitaka,Japan
9018,Hakodate Watanabe Hospital,Japan
9035,Medical Corporation Koujinkai Kajikawa Hospital Group,Japan
9038,Makikai Medical Center,Japan
9089,Takahagi Joint Hospital,Japan
9096,Masiko Group,Japan
9113,Motonaga Hospital,Japan
9121,Sapporo Junkanki Hospital,Japan
9127,Sanyo Hospital,Japan
9157,Higashitokorozawa Hospital,Japan
9163,Takagi Ophthalmic Hospital,Japan
9174,Osaka Institute of Clinical Psychiatry Shin Abuyama Hospital,Japan
9178,Nojiri Central Hospital,Japan
9180,Nagayama Hospital,Japan
9194,Uegahara Hospital,Japan
9199,Kusu Hospital,Japan
9211,Nanzan Hospital,Japan
9214,Toya Onsen Hospital,Japan
9221,Ushio Hospital,Japan
9221,Machida Keisen Hospital,Japan
9226,Komagino Hospital,Japan
9235,Watanabe Hospital,Japan
9241,Urizun Group Kariyushi Clinic,Japan
9245,Ookuma Hospital,Japan
9257,Hikarigaoka Spellman Hospital,Japan
9262,Mitate Hospital,Japan
9266,Seto Inland Sea Hospital,Japan
9287,Mitsubishi Mihara Hospital,Japan
9304,Jinyukai Kitasaito Hospital,Japan
9312,Sakuramachi Group,Japan
9349,Aiiku Hospital,Japan
9355,Doto Hospital Internal Medicina & Surgery,Japan
9381,Seiko Clinic Gynecology Clinic,Japan
9389,Foundation Medical Corporate Body Luck Loyal Meeting Earth Promontory Hospital,Japan
9422,Tsukuba Soai Hospital,Japan
9444,Saint Noah Hospital,Japan
9448,Kyoto Fushimi Shimizu Hospital,Japan
9456,Takeda Central Hospital Yokohama Medical Corporate,Japan
9461,Michinoo Hospital,Japan
9462,Itakura Hospital,Japan
9491,Fujisaki Hospital Tokyo Gulf Area Hospitals,Japan
9498,Fujii Cranial Nerve Surgical Hospital.,Japan
9520,Nakano Children's Hospital,Japan
9535,Toyonaka Watanabe Hospital & East Toyonaka Watanabe Hospital,Japan
9540,Miyakonojo Regional Medical Center,Japan
9554,Katou Hospital,Japan
9562,Gannosu Hospital,Japan
9562,Kisen Hospital,Japan
9575,Otogane Hospital,Japan
9580,Sapporo Lilac Hospital,Japan
9585,Hokushin Hospital,Japan
9591,Hirose Hospital Fukuoka Watanabedoori,Japan
9610,Miyagawa Hospital,Japan
9663,Medical Corporation Jinsenkai Group Jinsenkai Hospital,Japan
9677,Hijirigaoka Hospital,Japan
9686,Hokushokai Group,Japan
9692,Kimura Hospital Fukuoka City,Japan
9694,Tsuji Surgical Hospital,Japan
9694,Maizuru Municipal Hospital,Japan
9704,London Iryo Centre,Japan
9708,Seihoukai Okada Hospital,Japan
9719,Makiminato Chuo Hospital,Japan
9730,Kinentou Hospital,Japan
9752,Sasson Hospital,Japan
9759,Cherry Tree Meeting New Intermediate Hospital,Japan
9770,Musashino Hospital,Japan
9773,Sumiya Orthopaedic Hospital,Japan
9781,Nakabayashi Hospital,Japan
9788,Matsubara Hospital,Japan
9808,Yokohama Toho Hospital,Japan
9809,Louis Pasteur Center for Medical Research,Japan
9809,Minami Hospital,Japan
9825,Gengendo Kimitsu Hospital,Japan
9840,Komazawa Hospital,Japan
9874,Okinawa Chuo Hospital,Japan
9874,Kuroki Memorial Hospital,Japan
9880,Medical Corporation Chitokukai Sakuragaoka Hospital,Japan
9880,Shimura Hospital,Japan
9893,Asahi Hospital Oyama,Japan
9909,Keimeikai Medical,Japan
9924,Kouseikai Takai Hospital,Japan
9926,Asahi Hospital Tokyo,Japan
9926,Katakura Hospital,Japan
9938,Hatsutomi Hoken Hospital,Japan
9956,Morishita Memorial Hospital,Japan
9963,Tomisaka Hospital,Japan
9967,Hokusei Cranial Nerve Surgical Hospital,Japan
9985,Kagawa Medical & Life Science Research Foundation,Japan
9999,Nayoro San Ai Hospital,Japan
10016,Ekisaikai-Moji Hospital,Japan
10033,Kyoto Interdisciplinary Institute of Community Medicine,Japan
10033,Sakoda Hospital,Japan
10033,A Onion Sapporo Toho Hospital,Japan
10040,Ruled General Hospital,Japan
10040,Matsui Hospital,Japan
10044,Yamanouchi & Fujisawa City Hospital Internal Medicine Specialist Diabetes Clinic,Japan
10070,Nomiya Hospital,Japan
10085,St Lucia Hospital,Japan
10090,Narashino Daiichi Hospital,Japan
10100,Yoshikawa Internal Medicine Pediatrics Hospital,Japan
10109,Morooka Hospital,Japan
10117,Showa Meeting South Ashiya Beach Hospital,Japan
10125,Sendai Orthopedic Surgery Hospital,Japan
10125,Gifu Hospital in Gifu,Japan
10137,Miyoshino Hospital,Japan
10137,Yuaikai Oda Regional Medical Center,Japan
10147,Iryohojin Shadan Toukakai Hospital,Japan
10154,Jukoukai Hospital,Japan
10165,Garden Imai Hospital,Japan
10174,White Mustache Bridge Hospital,Japan
10177,Toyosaka Hospital,Japan
10177,Makino Hospital,Japan
10177,Minami Sapporo Hospital,Japan
10205,Onshinkai Hospital,Japan
10220,Ohtawara Red Cross Hospital,Japan
10250,Midorigaoka Hospital Kyoto,Japan
10260,Matsuyama Cardiovasucular Medical Center,Japan
10265,Hiratsuka Stomach Hospital,Japan
10278,Sato Hospital Nagashima Central Hospital,Japan
10284,Yamaguchi Hospital Association,Japan
10288,Shinsapporo Paulo Hospital,Japan
10297,Terada Hospital,Japan
10306,Teikyo University Department of Anesthesia,Japan
10308,Tenri Hospital,Japan
10316,Shimamura Memorial Hospital,Japan
10327,Tanpisou Hospital,Japan
10341,Moji Matsugae Hospital of Psychiatry,Japan
10347,Kakegawa Cyti General Hospital,Japan
10347,Central Hospital,Japan
10356,Sapporo Century Hospital,Japan
10369,Omiya Kyoritsu Hospital,Japan
10425,Nara Koseikai Hospital,Japan
10439,Mimuro Hospital,Japan
10444,Hinai Municipal Oogita Hospital,Japan
10452,Makibi Hospital,Japan
10472,Keiai Hospital,Japan
10476,Kondo Hospital of Tokushima,Japan
10486,Sanjukai Hospital,Japan
10492,Kondo Hospital of Maniwa City Okayama Prefecture,Japan
10492,Hata Hospital,Japan
10526,Saka Urology Hospital,Japan
10545,Kinu Medical Association Hospital,Japan
10562,Garashia Hospital,Japan
10570,Harada Hospital,Japan
10590,Takeda Hospital Tama-Ku Kawasaki,Japan
10600,Kidney Center Shirasagi Hospital,Japan
10639,Shimonoseki Hospital,Japan
10642,Asakawa Maternity Hospital,Japan
10642,Higashikakogawa Hospital,Japan
10642,Tohoku University Hospital Radiology,Japan
10661,Kohseikai Mikatahara Hospital,Japan
10667,Kabashima Hospital,Japan
10701,Dohkohkai Hospital,Japan
10728,Gifu Social Insurance Hospital,Japan
10734,Noda Hospital,Japan
10739,Sennan Hospital,Japan
10795,Chitose Houyukai Hospital,Japan
10811,Osaka University Health Care Center,Japan
10811,Washiya Hospital,Japan
10818,Oowaki Hospital,Japan
10825,Houeikai Hospital,Japan
10838,Shimamatu Hospital,Japan
10846,Kennan Hospital,Japan
10851,Kakinoki Hospital,Japan
10858,Himeji Daiichi Hospital,Japan
10862,Wakaba Hospital,Japan
10867,Konoe Hospital,Japan
10873,Jindai Hospital,Japan
10881,Yoshimine Hospital,Japan
10881,Kantoh Neurosurgical Hospital,Japan
10890,Hakodate Neurosurgical Hospital,Japan
10937,Sapporo Jikeikai Social Welfare Inc,Japan
10948,Kawamura Hospital,Japan
10979,Kimura Hospital Tokyo,Japan
10982,Keiwakai Ebetsu Hospital,Japan
10991,Suzuki Stomach Hospital,Japan
10991,Tachibana Hospital,Japan
11011,Kumon Hospital,Japan
11018,Nishioka Hospital,Japan
11021,Takiguchi Surgical Hospital,Japan
11027,Suita Municipal Hospital,Japan
11027,Ami Women's Clinic,Japan
11048,Yamada Kinen Byoin Yamada Commemoration Hospital,Japan
11048,Nogaki Hospital,Japan
11056,Subarukai,Japan
11059,Aisei Century Hospital,Japan
11063,Seishin Ophthalmology Hospital,Japan
11121,Yagi orthopedic Hospital,Japan
11124,Ishikari Hospital,Japan
11136,Omoromachi Medical Center,Japan
11142,Horikawa_Kai Hospital,Japan
11142,Pearlland Hospital,Japan
11146,Kushiro Central Hospital,Japan
11148,Rakuyo Hospital,Japan
11162,Habara Hospital,Japan
11177,Higashi Hiroshima Memorial Hospital,Japan
11186,Kiso Hospital,Japan
11203,Tomita Hospital,Japan
11206,Yasukawa Hospital,Japan
11222,Yokohama Denentoshi Hospital,Japan
11235,Sato Hospital of Yurihonjo City Akita Prefecture,Japan
11248,Hospitalcity,Japan
11271,Foundation Imakiire General Hospital,Japan
11271,Kawabata Hospital,Japan
11271,Mitajiri Hospital,Japan
11292,Kunou Orthopedic Hospital,Japan
11320,Fujisaki Hospital Saga Prefecture Sakaemachi,Japan
11336,Hirose Hospital Takamatsu City,Japan
11344,Hitachinaka Womens Hospital,Japan
11344,Kuwanomi & Yodoi Hospital,Japan
11344,Maruta Maternity Hospital,Japan
11351,Tako Central Hospital,Japan
11376,Nakakawachi Medical Center of Acute Medicine,Japan
11393,Ibaraki Hospital,Japan
11405,Tanaka Neurosurgical Hospital,Japan
11405,Yutaka End Meeting Ozone Hospital,Japan
11430,Kobe Hakuai Hospital,Japan
11436,Yayoi Hospital,Japan
11436,Mizuki Hospital,Japan
11454,Kikuchi Clinic,Japan
11472,Social Insurance Chikuho Hospital,Japan
11482,Helios Society,Japan
11493,Asabu Orthopedic Hospital,Japan
11506,Soejima Hospital,Japan
11519,Nanju Kinen Clinic,Japan
11524,Seibu Kawagoe Hospital,Japan
11537,Uchino Clinic,Japan
11549,Kumekawa Hospital,Japan
11551,Tochigi Clinic,Japan
11566,Nyutabaru Holy Mother Hospital,Japan
11572,Fujita Hospital,Japan
11595,Shirataka Town Hospital Shirataka,Japan
11623,Tezuka Hospital,Japan
11639,Koyanagi Memorial Hospital,Japan
11688,Yamanaka Hospital of Gastroenterology,Japan
11738,Omi Hospital,Japan
11739,Wakayama Hospital Association,Japan
11739,Marimokai Hiramatsu Orthopedic Hospital & Hacchobori Hiramatsu,Japan
11747,Seren Clinic,Japan
11763,Mizuguchi Orthopedic Surgery Hospital,Japan
11766,Yuaikai Matsumoto Hospital,Japan
11781,Kochi Kousei Hospital,Japan
11781,Hasegawa Period Sense Hospital,Japan
11803,Izuchi Hospital,Japan
11839,Ishibashi Stomach Hospital Sapporo City,Japan
11845,Fujimoto Kamimachi Hospital,Japan
11895,Showa Hospital Toshima,Japan
11900,Minagawa Clinic,Japan
11906,Osaka Hospital,Japan
11909,Kani Clinic,Japan
11925,Akiba Hospital,Japan
11932,South Stand Hospital,Japan
11934,Keiwa Hospital,Japan
11939,Hiro Kuni Clinic In Yokohama City,Japan
11944,Fukuoka Children's Hospital & Medical Center for Infectious Diseases,Japan
11944,Tokyo Metropolitan Institute for Neuroscience,Japan
11949,Yamanashi Red Cross Hospital,Japan
11949,Yamauchi Hospital,Japan
11979,Ando Hospital,Japan
11981,Orthopaedic Surgery/Hand Surgery/Rheumatology Nagoya University Hospital,Japan
11981,Kousei Medical Clinic,Japan
11981,Msl The Japan Hospital Association,Japan
3129,King Hussein Cancer Center,Jordan
4591,Specialty Hospital Amman,Jordan
6498,Al Essra Hospital,Jordan
7085,Islamic Hospital,Jordan
7550,King Abdullah University Hospital,Jordan
7692,Alkhalidi Medical Center,Jordan
8712,Jordan Hospital,Jordan
10837,Abdulhadi Eye Hospital,Jordan
11644,Eye Specialty Hospital,Jordan
1844,On Clinic Medical Center,Kazakhstan
2917,Medical Center Udp Rk,Kazakhstan
4024,Centre Eco Center Fertilization,Kazakhstan
4799,National Research Center of Mother and Child Health Astana,Kazakhstan
5884,Clinical and Laboratory Diagnostic Olympus,Kazakhstan
7338,Niito Research Institute of Orthopedics and Traumatology Department,Kazakhstan
7851,Clinic Ecomed,Kazakhstan
8325,Arumed,Kazakhstan
9184,Science Center Urology Clinic,Kazakhstan
9472,Talap Group,Kazakhstan
11320,Private Clinic Almaty,Kazakhstan
11911,Diagnostika Regional Consultative Medical Center,Kazakhstan
3550,Dar Al Shifa Hospital,Kuwait
4799,New Mowasat Hospital,Kuwait
5265,Al Salam International Hospital,Kuwait
7176,Royale Hayat Hospital,Kuwait
10788,International Clinic,Kuwait
11209,Hadi Clinic,Kuwait
4925,Dr Nazaraliev Medical Center,Kyrgyzstan 
2354,American University of Beirut Medical Center,Lebanon 
2574,Khoury General Hospital Doctors Center,Lebanon 
4937,Dar Al Ajaza Al Islamia Hospital,Lebanon 
5698,Hotel Dieu de France Centre Hopitalier Universitaire Universite Saint Joseph,Lebanon 
6555,Children's Cancer Center Lebanon,Lebanon 
7346,Clemenceau Medical Center,Lebanon 
7364,Bahman Hospital,Lebanon 
7451,Alaeddine Hospital,Lebanon 
8497,Bellevue Medical Center,Lebanon 
8497,Saint George Hospital University Medical Center,Lebanon 
10052,Hammoud Hospital University Medical Center,Lebanon 
10090,Beit Chabab Hospital,Lebanon 
10284,Koura Hospital Hopiral Al Koura,Lebanon 
10332,Dr Rizk Hospital,Lebanon 
11248,Rafik Hariri University Hospital Beirut Governmental University Hospital,Lebanon 
11430,Al-Makassed Islamic Charitable Society Hospital Jerusalem,Lebanon 
11699,Hopital Libanais Geitaoui Beyrouth,Lebanon 
11843,Al Hayat Hospital,Lebanon 
877,University Malaya Medical Centre,Malaysia 
1056,KPJ Healthcare Berhad,Malaysia 
2166,Gleneagles Penang Medical Centre,Malaysia 
